datetime,count
2011-01-23 20:00:00,33.79
2011-01-23 21:00:00,34.26
2011-01-23 22:00:00,18.5
2011-01-23 23:00:00,14.11
2011-01-24 00:00:00,11.47
2011-01-24 01:00:00,4.59
2011-01-24 03:00:00,1.88
2011-01-24 04:00:00,2.43
2011-01-24 05:00:00,5.66
2011-01-24 06:00:00,30.54
2011-01-24 07:00:00,80.68
2011-01-24 08:00:00,176.78
2011-01-24 09:00:00,102.14
2011-01-24 10:00:00,47.69
2011-01-24 11:00:00,42.65
2011-01-24 12:00:00,55.9
2011-01-24 13:00:00,52.27
2011-01-24 14:00:00,46.15
2011-01-24 15:00:00,54.45
2011-01-24 16:00:00,69.07
2011-01-24 17:00:00,149.85
2011-01-24 18:00:00,148.99
2011-01-24 19:00:00,97.08
2011-01-24 20:00:00,61.0
2011-01-24 21:00:00,45.11
2011-01-24 22:00:00,24.83
2011-01-24 23:00:00,17.83
2011-01-25 00:00:00,8.28
2011-01-25 01:00:00,3.47
2011-01-25 02:00:00,2.22
2011-01-25 04:00:00,1.92
2011-01-25 05:00:00,4.9
2011-01-25 06:00:00,33.97
2011-01-25 07:00:00,80.09
2011-01-25 08:00:00,156.7
2011-01-25 09:00:00,110.74
2011-01-25 10:00:00,56.88
2011-01-25 11:00:00,57.64
2011-01-25 12:00:00,74.5
2011-01-25 13:00:00,73.04
2011-01-25 14:00:00,68.54
2011-01-25 15:00:00,71.47
2011-01-25 16:00:00,87.21
2011-01-25 17:00:00,204.53
2011-01-25 18:00:00,187.29
2011-01-25 19:00:00,111.38
2011-01-25 20:00:00,70.7
2011-01-25 21:00:00,48.4
2011-01-25 22:00:00,36.22
2011-01-25 23:00:00,19.39
2011-01-26 00:00:00,7.95
2011-01-26 01:00:00,5.37
2011-01-26 02:00:00,3.32
2011-01-26 05:00:00,2.81
2011-01-26 06:00:00,26.12
2011-01-26 07:00:00,68.03
2011-01-26 08:00:00,134.67
2011-01-26 09:00:00,88.14
2011-01-26 10:00:00,50.68
2011-01-26 11:00:00,45.17
2011-01-26 12:00:00,43.54
2011-01-26 13:00:00,44.52
2011-01-26 14:00:00,43.36
2011-01-26 15:00:00,45.15
2011-01-26 16:00:00,61.94
2011-01-26 17:00:00,115.0
2011-01-27 16:00:00,79.17
2011-01-27 17:00:00,165.01
2011-01-27 18:00:00,136.9
2011-01-27 19:00:00,98.01
2011-01-27 20:00:00,69.06
2011-01-27 21:00:00,47.4
2011-01-27 22:00:00,37.98
2011-01-27 23:00:00,19.21
2011-01-28 00:00:00,13.5
2011-01-28 01:00:00,6.85
2011-01-28 02:00:00,2.71
2011-01-28 03:00:00,2.19
2011-01-28 05:00:00,5.9
2011-01-28 06:00:00,30.75
2011-01-28 07:00:00,74.87
2011-01-28 08:00:00,164.05
2011-01-28 09:00:00,78.04
2011-01-28 10:00:00,41.84
2011-01-28 11:00:00,43.31
2011-01-28 12:00:00,46.03
2011-01-28 13:00:00,47.91
2011-01-28 14:00:00,48.98
2011-01-28 15:00:00,49.45
2011-01-28 16:00:00,67.62
2011-01-28 17:00:00,163.47
2011-01-28 18:00:00,152.56
2011-01-28 19:00:00,102.33
2011-01-28 20:00:00,69.09
2011-01-28 21:00:00,45.49
2011-01-28 22:00:00,41.32
2011-01-28 23:00:00,25.56
2011-01-29 00:00:00,27.03
2011-01-29 01:00:00,23.16
2011-01-29 02:00:00,17.09
2011-01-29 03:00:00,11.71
2011-01-29 04:00:00,3.12
2011-01-29 06:00:00,2.98
2011-01-29 07:00:00,11.27
2011-01-29 08:00:00,23.6
2011-01-29 09:00:00,33.94
2011-01-29 10:00:00,63.08
2011-01-29 11:00:00,62.85
2011-01-29 12:00:00,81.38
2011-01-29 13:00:00,84.32
2011-01-29 14:00:00,82.37
2011-01-29 15:00:00,79.76
2011-01-29 16:00:00,87.11
2011-01-29 17:00:00,80.55
2011-01-29 18:00:00,74.34
2011-01-29 19:00:00,62.3
2011-01-29 20:00:00,44.36
2011-01-29 21:00:00,37.23
2011-01-29 22:00:00,31.01
2011-01-29 23:00:00,18.73
2011-01-30 00:00:00,27.55
2011-01-30 01:00:00,25.98
2011-01-30 02:00:00,19.59
2011-01-30 03:00:00,11.19
2011-01-30 04:00:00,4.7
2011-01-30 05:00:00,3.8
2011-01-30 07:00:00,10.66
2011-01-30 08:00:00,16.75
2011-01-30 09:00:00,21.57
2011-01-30 10:00:00,53.96
2011-01-30 11:00:00,62.87
2011-01-30 12:00:00,95.64
2011-01-30 13:00:00,84.15
2011-01-30 14:00:00,86.9
2011-01-30 15:00:00,93.06
2011-01-30 16:00:00,92.22
2011-01-30 17:00:00,72.38
2011-01-30 18:00:00,66.16
2011-01-30 19:00:00,46.64
2011-01-30 20:00:00,39.69
2011-01-30 21:00:00,31.8
2011-01-30 22:00:00,20.22
2011-01-30 23:00:00,14.47
2011-01-31 00:00:00,9.93
2011-01-31 01:00:00,3.13
2011-01-31 02:00:00,2.68
2011-01-31 03:00:00,2.31
2011-01-31 04:00:00,2.2
2011-01-31 05:00:00,2.41
2011-01-31 06:00:00,33.15
2011-01-31 07:00:00,80.31
2011-01-31 08:00:00,157.26
2011-01-31 09:00:00,88.24
2011-01-31 10:00:00,43.35
2011-01-31 11:00:00,42.34
2011-01-31 12:00:00,58.15
2011-01-31 13:00:00,58.1
2011-01-31 14:00:00,53.52
2011-01-31 15:00:00,50.5
2011-01-31 16:00:00,70.62
2011-01-31 17:00:00,152.42
2011-01-31 18:00:00,147.47
2011-01-31 19:00:00,124.82
2011-01-31 20:00:00,59.5
2011-01-31 21:00:00,34.51
2011-01-31 22:00:00,28.13
2011-01-31 23:00:00,18.42
2011-02-20 00:00:00,36.41
2011-02-20 01:00:00,26.67
2011-02-20 02:00:00,16.9
2011-02-20 03:00:00,9.18
2011-02-20 04:00:00,2.43
2011-02-20 06:00:00,3.15
2011-02-20 07:00:00,12.42
2011-02-20 08:00:00,24.88
2011-02-20 09:00:00,45.58
2011-02-20 10:00:00,95.4
2011-02-20 11:00:00,117.87
2011-02-20 12:00:00,133.0
2011-02-20 13:00:00,158.03
2011-02-20 14:00:00,147.93
2011-02-20 15:00:00,158.55
2011-02-20 16:00:00,154.69
2011-02-20 17:00:00,114.67
2011-02-20 18:00:00,87.1
2011-02-20 19:00:00,70.53
2011-02-20 20:00:00,59.6
2011-02-20 21:00:00,53.7
2011-02-20 22:00:00,48.13
2011-02-20 23:00:00,37.64
2011-02-21 00:00:00,25.21
2011-02-21 01:00:00,21.1
2011-02-21 02:00:00,11.44
2011-02-21 03:00:00,4.47
2011-02-21 04:00:00,3.77
2011-02-21 05:00:00,7.32
2011-02-21 06:00:00,19.66
2011-02-21 07:00:00,74.24
2011-02-21 08:00:00,121.19
2011-02-21 09:00:00,96.29
2011-02-21 10:00:00,85.1
2011-02-21 11:00:00,89.86
2011-02-21 12:00:00,92.64
2011-02-21 13:00:00,74.63
2011-02-21 14:00:00,90.79
2011-02-21 15:00:00,89.34
2011-02-21 16:00:00,80.76
2011-02-21 17:00:00,99.66
2011-02-21 18:00:00,84.33
2011-02-21 19:00:00,76.01
2011-02-21 20:00:00,45.3
2011-02-21 21:00:00,38.43
2011-02-21 22:00:00,27.2
2011-02-21 23:00:00,19.12
2011-02-22 06:00:00,31.42
2011-02-22 07:00:00,89.81
2011-02-22 08:00:00,201.75
2011-02-22 09:00:00,120.76
2011-02-22 10:00:00,48.53
2011-02-22 11:00:00,50.99
2011-02-22 12:00:00,59.77
2011-02-22 13:00:00,66.75
2011-02-22 14:00:00,66.09
2011-02-22 15:00:00,68.1
2011-02-22 16:00:00,74.8
2011-02-22 17:00:00,166.22
2011-02-22 18:00:00,162.46
2011-02-22 19:00:00,99.17
2011-02-22 20:00:00,77.15
2011-02-22 21:00:00,60.43
2011-02-22 22:00:00,31.92
2011-02-22 23:00:00,21.75
2011-02-23 00:00:00,12.21
2011-02-23 01:00:00,6.01
2011-02-23 02:00:00,2.37
2011-02-23 03:00:00,1.31
2011-02-23 05:00:00,6.19
2011-02-23 06:00:00,30.57
2011-02-23 07:00:00,87.84
2011-02-23 08:00:00,203.07
2011-02-23 09:00:00,123.6
2011-02-23 10:00:00,57.21
2011-02-23 11:00:00,60.34
2011-02-23 12:00:00,71.26
2011-02-23 13:00:00,77.16
2011-02-23 14:00:00,77.82
2011-02-23 15:00:00,79.56
2011-02-23 16:00:00,106.37
2011-02-23 17:00:00,220.24
2011-02-23 18:00:00,203.77
2011-02-23 19:00:00,132.43
2011-02-23 20:00:00,75.27
2011-02-23 21:00:00,65.28
2011-02-23 22:00:00,44.15
2011-02-23 23:00:00,29.7
2011-02-24 00:00:00,11.94
2011-02-24 01:00:00,5.96
2011-02-24 02:00:00,2.11
2011-02-24 03:00:00,1.71
2011-02-24 05:00:00,6.16
2011-02-24 06:00:00,35.74
2011-02-24 07:00:00,97.58
2011-02-24 08:00:00,240.84
2011-02-24 09:00:00,130.1
2011-02-24 10:00:00,61.14
2011-02-24 11:00:00,76.5
2011-02-24 12:00:00,90.57
2011-02-24 13:00:00,88.59
2011-02-24 14:00:00,90.79
2011-02-24 15:00:00,55.44
2011-02-24 16:00:00,66.72
2011-02-24 17:00:00,185.82
2011-02-24 18:00:00,159.76
2011-02-24 19:00:00,99.86
2011-02-24 20:00:00,76.94
2011-02-24 21:00:00,64.29
2011-02-24 22:00:00,40.32
2011-02-24 23:00:00,36.82
2011-02-25 00:00:00,13.78
2011-02-25 01:00:00,10.81
2011-02-25 02:00:00,8.88
2011-02-25 03:00:00,2.12
2011-02-25 05:00:00,7.94
2011-02-25 06:00:00,29.53
2011-02-25 07:00:00,77.67
2011-02-25 08:00:00,142.07
2011-02-25 09:00:00,84.96
2011-02-25 10:00:00,50.62
2011-02-25 11:00:00,121.89
2011-02-25 12:00:00,181.9
2011-02-25 13:00:00,179.77
2011-02-25 14:00:00,177.76
2011-02-25 15:00:00,177.19
2011-02-25 16:00:00,115.89
2011-02-25 17:00:00,185.94
2011-02-25 18:00:00,172.58
2011-02-25 19:00:00,110.25
2011-02-25 20:00:00,66.31
2011-02-25 21:00:00,50.81
2011-02-25 22:00:00,42.03
2011-02-25 23:00:00,31.99
2011-02-26 00:00:00,31.12
2011-02-26 01:00:00,21.72
2011-02-26 02:00:00,16.95
2011-02-26 03:00:00,12.18
2011-02-26 04:00:00,2.54
2011-02-26 05:00:00,2.23
2011-02-26 06:00:00,2.87
2011-02-26 07:00:00,10.37
2011-02-26 08:00:00,29.17
2011-02-26 09:00:00,50.39
2011-02-26 10:00:00,113.1
2011-02-26 11:00:00,133.76
2011-02-26 12:00:00,139.09
2011-02-26 13:00:00,144.76
2011-02-26 14:00:00,140.06
2011-02-26 15:00:00,143.39
2011-02-26 16:00:00,146.58
2011-02-26 17:00:00,112.95
2011-02-26 18:00:00,87.19
2011-02-26 19:00:00,66.82
2011-02-26 20:00:00,57.08
2011-02-26 21:00:00,44.41
2011-02-26 22:00:00,46.24
2011-02-26 23:00:00,45.9
2011-02-27 00:00:00,35.29
2011-02-27 01:00:00,29.7
2011-02-27 02:00:00,21.63
2011-02-27 03:00:00,12.81
2011-02-27 04:00:00,4.73
2011-02-27 06:00:00,3.3
2011-02-27 07:00:00,9.99
2011-02-27 08:00:00,38.7
2011-02-27 09:00:00,51.32
2011-02-27 10:00:00,84.84
2011-02-27 11:00:00,129.11
2011-02-27 12:00:00,163.21
2011-02-27 13:00:00,175.08
2011-02-27 14:00:00,188.17
2011-02-27 15:00:00,223.7
2011-02-27 16:00:00,249.77
2011-02-27 17:00:00,112.37
2011-02-27 18:00:00,96.06
2011-02-27 19:00:00,76.12
2011-02-27 20:00:00,61.0
2011-02-27 21:00:00,62.64
2011-02-27 22:00:00,54.12
2011-02-27 23:00:00,38.55
2011-02-28 00:00:00,16.95
2011-02-28 01:00:00,4.81
2011-02-28 03:00:00,1.86
2011-02-28 05:00:00,8.61
2011-02-28 06:00:00,37.87
2011-02-28 07:00:00,113.07
2011-02-28 08:00:00,216.97
2011-02-28 09:00:00,135.4
2011-02-28 10:00:00,78.69
2011-02-28 11:00:00,100.48
2011-02-28 12:00:00,118.94
2011-02-28 13:00:00,90.19
2011-02-28 14:00:00,64.02
2011-02-28 15:00:00,64.0
2011-02-28 16:00:00,86.71
2011-02-28 17:00:00,172.43
2011-02-28 18:00:00,140.94
2011-02-28 19:00:00,105.75
2011-02-28 20:00:00,95.2
2011-02-28 21:00:00,75.36
2011-02-28 22:00:00,36.7
2011-02-28 23:00:00,26.15
2011-03-20 00:00:00,38.55
2011-03-20 01:00:00,34.99
2011-03-20 02:00:00,20.68
2011-03-20 03:00:00,11.65
2011-03-20 04:00:00,4.3
2011-03-20 05:00:00,3.46
2011-03-20 06:00:00,3.22
2011-03-20 07:00:00,20.94
2011-03-20 08:00:00,51.94
2011-03-20 09:00:00,84.31
2011-03-20 10:00:00,134.61
2011-03-20 11:00:00,144.68
2011-03-20 12:00:00,160.7
2011-03-20 13:00:00,166.32
2011-03-20 14:00:00,166.2
2011-03-20 15:00:00,169.2
2011-03-20 16:00:00,170.61
2011-03-20 17:00:00,150.58
2011-03-20 18:00:00,142.49
2011-03-20 19:00:00,101.08
2011-03-20 20:00:00,80.06
2011-03-20 21:00:00,66.19
2011-03-20 22:00:00,54.45
2011-03-20 23:00:00,35.71
2011-03-21 00:00:00,17.79
2011-03-21 01:00:00,7.64
2011-03-21 02:00:00,5.22
2011-03-21 03:00:00,2.54
2011-03-21 05:00:00,5.43
2011-03-21 06:00:00,34.91
2011-03-21 07:00:00,81.38
2011-03-21 08:00:00,230.14
2011-03-21 09:00:00,131.13
2011-03-21 10:00:00,64.83
2011-03-21 11:00:00,77.66
2011-03-21 12:00:00,94.14
2011-03-21 13:00:00,113.25
2011-03-21 14:00:00,113.24
2011-03-21 15:00:00,128.65
2011-03-21 16:00:00,153.86
2011-03-21 17:00:00,353.44
2011-03-21 18:00:00,342.49
2011-03-21 19:00:00,259.39
2011-03-21 20:00:00,179.12
2011-03-21 21:00:00,106.26
2011-03-21 22:00:00,87.87
2011-03-21 23:00:00,49.4
2011-03-22 00:00:00,31.38
2011-03-22 01:00:00,12.07
2011-03-22 02:00:00,7.87
2011-03-22 03:00:00,3.38
2011-03-22 04:00:00,2.63
2011-03-22 05:00:00,11.77
2011-03-22 06:00:00,44.81
2011-03-22 07:00:00,144.57
2011-03-22 08:00:00,247.55
2011-03-22 09:00:00,149.38
2011-03-22 10:00:00,101.88
2011-03-22 11:00:00,106.1
2011-03-22 12:00:00,140.16
2011-03-22 13:00:00,114.82
2011-03-22 14:00:00,111.07
2011-03-22 15:00:00,118.58
2011-03-22 16:00:00,164.57
2011-03-22 17:00:00,353.16
2011-03-22 18:00:00,306.06
2011-03-22 19:00:00,179.8
2011-03-22 20:00:00,134.53
2011-03-22 21:00:00,90.67
2011-03-22 22:00:00,67.05
2011-03-22 23:00:00,38.48
2011-03-23 00:00:00,19.44
2011-03-23 01:00:00,8.51
2011-03-23 02:00:00,4.54
2011-03-23 03:00:00,2.84
2011-03-23 05:00:00,7.9
2011-03-23 06:00:00,43.17
2011-03-23 07:00:00,120.85
2011-03-23 08:00:00,243.72
2011-03-23 09:00:00,145.33
2011-03-23 10:00:00,66.8
2011-03-23 11:00:00,68.87
2011-03-23 12:00:00,76.66
2011-03-23 13:00:00,80.62
2011-03-23 14:00:00,82.81
2011-03-23 15:00:00,84.29
2011-03-23 16:00:00,131.5
2011-03-23 17:00:00,230.71
2011-03-23 18:00:00,180.31
2011-03-23 19:00:00,115.37
2011-03-23 20:00:00,70.47
2011-03-23 21:00:00,52.76
2011-03-23 22:00:00,46.07
2011-03-23 23:00:00,29.94
2011-03-24 00:00:00,12.58
2011-03-24 01:00:00,6.01
2011-03-24 02:00:00,4.61
2011-03-24 03:00:00,2.61
2011-03-24 04:00:00,2.04
2011-03-24 05:00:00,7.66
2011-03-24 06:00:00,39.02
2011-03-24 07:00:00,74.49
2011-03-24 08:00:00,127.93
2011-03-24 09:00:00,141.85
2011-03-24 10:00:00,61.98
2011-03-24 11:00:00,67.27
2011-03-24 12:00:00,83.62
2011-03-24 13:00:00,94.97
2011-03-24 14:00:00,89.07
2011-03-24 15:00:00,86.2
2011-03-24 16:00:00,108.55
2011-03-24 17:00:00,207.98
2011-03-24 18:00:00,187.82
2011-03-24 19:00:00,115.46
2011-03-24 20:00:00,75.35
2011-03-24 21:00:00,62.01
2011-03-24 22:00:00,51.36
2011-03-24 23:00:00,34.79
2011-03-25 00:00:00,17.34
2011-03-25 01:00:00,6.13
2011-03-25 02:00:00,3.48
2011-03-25 03:00:00,2.33
2011-03-25 04:00:00,1.7
2011-03-25 05:00:00,8.71
2011-03-25 06:00:00,40.16
2011-03-25 07:00:00,107.85
2011-03-25 08:00:00,233.0
2011-03-25 09:00:00,143.67
2011-03-25 10:00:00,83.45
2011-03-25 11:00:00,89.9
2011-03-25 12:00:00,103.73
2011-03-25 13:00:00,100.5
2011-03-25 14:00:00,108.33
2011-03-25 15:00:00,104.35
2011-03-25 16:00:00,127.96
2011-03-25 17:00:00,204.08
2011-03-25 18:00:00,201.71
2011-03-25 19:00:00,129.04
2011-03-25 20:00:00,77.63
2011-03-25 21:00:00,67.1
2011-03-25 22:00:00,47.43
2011-03-25 23:00:00,35.19
2011-03-26 00:00:00,33.96
2011-03-26 01:00:00,26.12
2011-03-26 02:00:00,17.34
2011-03-26 03:00:00,9.8
2011-03-26 04:00:00,3.65
2011-03-26 05:00:00,3.83
2011-03-26 06:00:00,8.89
2011-03-26 07:00:00,32.62
2011-03-26 08:00:00,54.72
2011-03-26 09:00:00,88.9
2011-03-26 10:00:00,110.91
2011-03-26 11:00:00,125.22
2011-03-26 12:00:00,147.7
2011-03-26 13:00:00,156.26
2011-03-26 14:00:00,160.06
2011-03-26 15:00:00,164.64
2011-03-26 16:00:00,157.96
2011-03-26 17:00:00,144.8
2011-03-26 18:00:00,136.37
2011-03-26 19:00:00,91.26
2011-03-26 20:00:00,56.49
2011-03-26 21:00:00,53.78
2011-03-26 22:00:00,48.69
2011-03-26 23:00:00,35.88
2011-03-27 00:00:00,36.32
2011-03-27 01:00:00,24.33
2011-03-27 02:00:00,19.91
2011-03-27 03:00:00,10.63
2011-03-27 04:00:00,4.18
2011-03-27 06:00:00,8.97
2011-03-27 07:00:00,43.29
2011-03-27 08:00:00,43.98
2011-03-27 09:00:00,81.4
2011-03-27 10:00:00,101.32
2011-03-27 11:00:00,114.36
2011-03-27 12:00:00,132.73
2011-03-27 13:00:00,145.55
2011-03-27 14:00:00,152.33
2011-03-27 15:00:00,159.34
2011-03-27 16:00:00,164.17
2011-03-27 17:00:00,144.61
2011-03-27 18:00:00,121.75
2011-03-27 19:00:00,91.29
2011-03-27 20:00:00,53.63
2011-03-27 21:00:00,46.49
2011-03-27 22:00:00,41.8
2011-03-27 23:00:00,35.73
2011-03-28 00:00:00,12.83
2011-03-28 01:00:00,5.16
2011-03-28 02:00:00,3.23
2011-03-28 03:00:00,2.21
2011-03-28 05:00:00,7.57
2011-03-28 06:00:00,40.24
2011-03-28 07:00:00,114.73
2011-03-28 08:00:00,218.6
2011-03-28 09:00:00,137.03
2011-03-28 10:00:00,70.01
2011-03-28 11:00:00,68.47
2011-03-28 12:00:00,78.65
2011-03-28 13:00:00,88.16
2011-03-28 14:00:00,93.37
2011-03-28 15:00:00,92.55
2011-03-28 16:00:00,121.11
2011-03-28 17:00:00,239.06
2011-03-28 18:00:00,217.35
2011-03-28 19:00:00,139.92
2011-03-28 20:00:00,88.18
2011-03-28 21:00:00,70.03
2011-03-28 22:00:00,50.97
2011-03-28 23:00:00,31.14
2011-03-29 00:00:00,13.47
2011-03-29 01:00:00,3.18
2011-03-29 02:00:00,4.18
2011-03-29 03:00:00,2.75
2011-03-29 04:00:00,1.84
2011-03-29 05:00:00,6.33
2011-03-29 06:00:00,42.6
2011-03-29 07:00:00,115.62
2011-03-29 08:00:00,241.53
2011-03-29 09:00:00,138.98
2011-03-29 10:00:00,75.56
2011-03-29 11:00:00,82.09
2011-03-29 12:00:00,93.2
2011-03-29 13:00:00,91.62
2011-03-29 14:00:00,98.49
2011-03-29 15:00:00,104.3
2011-03-29 16:00:00,122.37
2011-03-29 17:00:00,252.75
2011-03-29 18:00:00,237.17
2011-03-29 19:00:00,151.75
2011-03-29 20:00:00,92.43
2011-03-29 21:00:00,80.49
2011-03-29 22:00:00,55.74
2011-03-29 23:00:00,30.83
2011-03-30 00:00:00,15.08
2011-03-30 01:00:00,9.22
2011-03-30 02:00:00,4.33
2011-03-30 03:00:00,3.08
2011-03-30 04:00:00,3.17
2011-03-30 05:00:00,8.84
2011-03-30 06:00:00,44.4
2011-03-30 07:00:00,137.49
2011-03-30 08:00:00,261.27
2011-03-30 09:00:00,152.57
2011-03-30 10:00:00,83.19
2011-03-30 11:00:00,83.87
2011-03-30 12:00:00,92.67
2011-03-30 13:00:00,94.0
2011-03-30 14:00:00,86.01
2011-03-30 15:00:00,58.04
2011-03-30 16:00:00,72.61
2011-03-30 17:00:00,136.89
2011-03-30 18:00:00,138.74
2011-03-30 19:00:00,88.86
2011-03-30 20:00:00,64.81
2011-03-30 21:00:00,61.49
2011-03-30 22:00:00,38.27
2011-03-30 23:00:00,25.67
2011-03-31 00:00:00,10.07
2011-03-31 01:00:00,4.72
2011-03-31 02:00:00,4.36
2011-03-31 03:00:00,2.66
2011-03-31 04:00:00,2.36
2011-03-31 05:00:00,8.47
2011-03-31 06:00:00,27.75
2011-03-31 07:00:00,78.27
2011-03-31 08:00:00,195.36
2011-03-31 09:00:00,92.26
2011-03-31 10:00:00,49.88
2011-03-31 11:00:00,49.87
2011-03-31 12:00:00,54.57
2011-03-31 13:00:00,69.22
2011-03-31 14:00:00,66.46
2011-03-31 15:00:00,54.93
2011-03-31 16:00:00,95.47
2011-03-31 17:00:00,170.37
2011-03-31 18:00:00,152.02
2011-03-31 19:00:00,116.74
2011-03-31 20:00:00,63.01
2011-03-31 21:00:00,60.15
2011-03-31 22:00:00,40.92
2011-03-31 23:00:00,36.13
2011-04-20 00:00:00,29.67
2011-04-20 01:00:00,8.68
2011-04-20 02:00:00,8.0
2011-04-20 03:00:00,3.89
2011-04-20 04:00:00,3.96
2011-04-20 05:00:00,12.43
2011-04-20 06:00:00,48.66
2011-04-20 07:00:00,148.83
2011-04-20 08:00:00,352.18
2011-04-20 09:00:00,162.54
2011-04-20 10:00:00,112.21
2011-04-20 11:00:00,116.86
2011-04-20 12:00:00,145.55
2011-04-20 13:00:00,142.74
2011-04-20 14:00:00,141.74
2011-04-20 15:00:00,139.51
2011-04-20 16:00:00,213.79
2011-04-20 17:00:00,362.46
2011-04-20 18:00:00,357.3
2011-04-20 19:00:00,291.29
2011-04-20 20:00:00,195.1
2011-04-20 21:00:00,145.43
2011-04-20 22:00:00,120.9
2011-04-20 23:00:00,72.31
2011-04-21 00:00:00,34.04
2011-04-21 01:00:00,15.47
2011-04-21 02:00:00,12.58
2011-04-21 03:00:00,4.59
2011-04-21 04:00:00,4.53
2011-04-21 05:00:00,7.21
2011-04-21 06:00:00,49.17
2011-04-21 07:00:00,142.44
2011-04-21 08:00:00,233.17
2011-04-21 09:00:00,161.97
2011-04-21 10:00:00,118.23
2011-04-21 11:00:00,139.28
2011-04-21 12:00:00,160.0
2011-04-21 13:00:00,141.4
2011-04-21 14:00:00,117.49
2011-04-21 15:00:00,118.67
2011-04-21 16:00:00,164.08
2011-04-21 17:00:00,318.02
2011-04-21 18:00:00,312.01
2011-04-21 19:00:00,213.82
2011-04-21 20:00:00,168.0
2011-04-21 21:00:00,116.85
2011-04-21 22:00:00,73.99
2011-04-21 23:00:00,43.18
2011-04-22 00:00:00,26.65
2011-04-22 01:00:00,18.67
2011-04-22 02:00:00,9.94
2011-04-22 03:00:00,5.64
2011-04-22 04:00:00,4.05
2011-04-22 05:00:00,8.54
2011-04-22 06:00:00,49.11
2011-04-22 07:00:00,122.6
2011-04-22 08:00:00,241.68
2011-04-22 09:00:00,112.6
2011-04-22 10:00:00,106.96
2011-04-22 11:00:00,87.85
2011-04-22 12:00:00,100.3
2011-04-22 13:00:00,76.78
2011-04-22 14:00:00,35.74
2011-04-22 15:00:00,76.11
2011-04-22 16:00:00,111.33
2011-04-22 17:00:00,136.25
2011-04-22 18:00:00,91.95
2011-04-22 19:00:00,84.72
2011-04-22 20:00:00,68.46
2011-04-22 21:00:00,57.44
2011-04-22 22:00:00,47.03
2011-04-22 23:00:00,44.51
2011-04-23 00:00:00,29.41
2011-04-23 01:00:00,25.34
2011-04-23 02:00:00,22.78
2011-04-23 03:00:00,16.57
2011-04-23 04:00:00,6.18
2011-04-23 05:00:00,6.07
